review_id,product,brand,category,rating,feedback,date,clean_feedback,sentiment,confidence_score
2597,Samsung Odyssey G7,Samsung,Monitor,4,I am partially satisfied with the performance.,2024-03-24,partially satisfied performance,positive,0.5
2598,TP-Link Archer AX73,TP-Link,Router,1,I am partially satisfied with the performance.,2024-02-01,partially satisfied performance,positive,0.5
2599,Logitech MX Master 3,Logitech,Mouse,4,"I am somewhat happy, but improvements are needed.",2024-05-06,somewhat happy improvements needed,positive,0.8
2600,Bose QuietComfort Ultra,Bose,Headphones,4,"Happy with multitasking, but not satisfied with durability.",2025-01-01,happy multitasking not satisfied durability,positive,0.275
2601,Beats Studio 3,Beats,Headphones,2,"I am pleased with the display, but unhappy with battery backup.",2024-01-09,pleased display unhappy battery backup,negative,-0.04999999999999999
2602,Realme GT 5,Realme,Smartphone,4,Very dissatisfied with the build quality.,2024-07-16,very dissatisfied build quality,positive,0.2
2603,Nothing Ear 2,Nothing,Earbuds,1,Connectivity works flawlessly.,2024-01-21,connectivity works flawlessly,positive,1.0
2604,Samsung Odyssey G7,Samsung,Monitor,3,"I am somewhat happy, but improvements are needed.",2025-01-01,somewhat happy improvements needed,positive,0.8
2605,Asus ROG Strix G16,Asus,Laptop,1,"Happy with multitasking, but not satisfied with durability.",2024-11-06,happy multitasking not satisfied durability,positive,0.275
2606,Netgear Nighthawk AX5400,Netgear,Router,2,Connectivity works flawlessly.,2025-05-20,connectivity works flawlessly,positive,1.0
2607,Anker PowerCore 20000,Anker,Power Bank,3,Very happy with this purchase so far.,2024-10-14,very happy purchase so far,positive,0.55
2608,Sony Bravia A80L,Sony,Television,5,Exceeded my expectations in every way.,2024-01-08,exceeded my expectations every way,neutral,0.0
2609,Asus ROG Strix G16,Asus,Laptop,4,Software experience is clean and responsive.,2024-10-11,software experience clean responsive,positive,0.3666666666666667
2610,Nikon Z6 II,Nikon,Camera,5,"Not fully satisfied, but not completely disappointed either.",2024-06-23,not fully satisfied not completely disappointed either,positive,0.4375
2611,Sony Alpha A7 IV,Sony,Camera,2,It performs adequately for daily tasks.,2024-06-28,performs adequately daily tasks,neutral,0.0
2612,Xiaomi 14,Xiaomi,Smartphone,5,The display quality is sharp and vibrant.,2024-03-07,display quality sharp vibrant,positive,0.02083333333333333
2613,MacBook Air M3,MacBook,Laptop,3,"Overall satisfied, but not fully happy with the experience.",2024-08-21,overall satisfied not fully happy experience,positive,0.43333333333333335
2614,Crucial P5 Plus SSD,Crucial,Storage,5,"Happy with the performance, but disappointed with the heating issue.",2024-10-07,happy performance disappointed heating issue,positive,0.025000000000000022
2615,Asus ROG Strix G16,Asus,Laptop,1,The experience is average overall.,2025-06-29,experience average overall,negative,-0.075
2616,Samsung Galaxy Watch 6,Samsung,Smartwatch,3,"I am somewhat happy, but improvements are needed.",2025-04-09,somewhat happy improvements needed,positive,0.8
2617,iPhone 15 Pro,iPhone,Smartphone,4,I feel balanced about this product.,2024-02-23,balanced about product,neutral,0.0
2618,WD Black SN850X,WD,Storage,3,Very disappointed considering the price.,2025-02-20,very disappointed considering price,negative,-0.9750000000000001
2619,Samsung Galaxy Tab S9,Samsung,Tablet,1,"I am somewhat happy, but improvements are needed.",2025-06-14,somewhat happy improvements needed,positive,0.8
2620,LG OLED C3,LG,Television,4,Very dissatisfied with the build quality.,2025-06-13,very dissatisfied build quality,positive,0.2
2621,Samsung Odyssey G7,Samsung,Monitor,1,"I feel happy using it daily, but not satisfied with long-term stability.",2024-08-17,happy using daily not satisfied longterm stability,positive,0.18333333333333335
2622,OnePlus 12,OnePlus,Smartphone,3,"I am generally happy, but somewhat dissatisfied with build quality.",2025-03-06,generally happy somewhat dissatisfied build quality,positive,0.8
2623,Canon EOS R6 Mark II,Canon,Camera,4,Extremely disappointed with the camera results.,2024-01-06,extremely disappointed camera results,negative,-0.75
2624,Apple AirPods Pro,Apple,Earbuds,2,I regret buying this product.,2024-03-24,regret buying product,neutral,0.0
2625,Crucial P5 Plus SSD,Crucial,Storage,5,"Impressed with the camera, yet dissatisfied with low-light results.",2024-01-26,impressed camera yet dissatisfied lowlight results,positive,1.0
2626,LG UltraGear 27GP850,LG,Monitor,2,The experience is average overall.,2025-03-09,experience average overall,negative,-0.075
2627,Anker PowerCore 20000,Anker,Power Bank,1,"I am generally happy, but somewhat dissatisfied with build quality.",2024-09-12,generally happy somewhat dissatisfied build quality,positive,0.8
2628,Asus ROG Strix G16,Asus,Laptop,2,I regret buying this product.,2024-11-14,regret buying product,neutral,0.0
2629,Xiaomi 14,Xiaomi,Smartphone,1,Battery life could be better for daily usage.,2025-05-06,battery life could better daily usage,positive,0.25
2630,Jabra Elite 7 Pro,Jabra,Earbuds,1,"It meets expectations, nothing more.",2024-12-08,meets expectations nothing more,positive,0.5
2631,Samsung 970 EVO SSD,Samsung,Storage,3,I am not satisfied with the battery performance.,2024-04-20,not satisfied battery performance,negative,-0.25
2632,Samsung Neo QLED QN90C,Samsung,Television,2,I regret buying this product.,2024-02-25,regret buying product,neutral,0.0
2633,Asus RT-AX88U,Asus,Router,3,"It works fine, though I am neither satisfied nor dissatisfied.",2024-08-30,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2634,Apple Magic Keyboard,Apple,Keyboard,1,"Very happy with the sound quality, though disappointed with connectivity.",2025-03-25,very happy sound quality though disappointed connectivity,positive,0.21666666666666665
2635,Samsung Odyssey G7,Samsung,Monitor,1,Fair performance for the price.,2025-04-02,fair performance price,positive,0.7
2636,Fujifilm X-T5,Fujifilm,Camera,1,Worth the price and delivers good value.,2024-03-03,worth price delivers good value,positive,0.5
2637,Logitech MX Keys,Logitech,Keyboard,1,I am frustrated and not satisfied at all.,2024-11-16,frustrated not satisfied all,negative,-0.475
2638,Crucial P5 Plus SSD,Crucial,Storage,1,"I am satisfied overall, but not satisfied with the charging speed.",2024-05-10,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2639,OnePlus 12,OnePlus,Smartphone,4,The design looks premium and stylish.,2024-11-04,design looks premium stylish,positive,0.5
2640,Samsung Galaxy Watch 6,Samsung,Smartwatch,4,Facing some heating issues during heavy use.,2024-04-14,facing some heating issues during heavy use,negative,-0.2
2641,Microsoft Xbox Series X,Microsoft,Gaming Console,1,The product is acceptable but not impressive.,2024-02-23,product acceptable not impressive,negative,-0.5
2642,Lenovo Tab P12,Lenovo,Tablet,4,Completely unhappy with the software stability.,2024-04-08,completely unhappy software stability,negative,-0.6
2643,Samsung Galaxy Watch 6,Samsung,Smartwatch,4,Connectivity works flawlessly.,2024-01-11,connectivity works flawlessly,positive,1.0
2644,LG OLED C3,LG,Television,4,"Overall, I feel dissatisfied with this purchase.",2025-03-14,overall dissatisfied purchase,neutral,0.0
2645,Crucial P5 Plus SSD,Crucial,Storage,5,"Not extremely satisfied, but not unhappy either.",2024-04-13,not extremely satisfied not unhappy either,positive,0.024999999999999994
2646,Sony WH-1000XM5,Sony,Headphones,1,"Overall, I feel dissatisfied with this purchase.",2025-06-13,overall dissatisfied purchase,neutral,0.0
2647,Sony WH-1000XM5,Sony,Headphones,5,Not satisfied with the overall performance.,2024-04-20,not satisfied overall performance,negative,-0.125
2648,Motorola Edge 40,Motorola,Smartphone,1,I am okay with the overall experience.,2024-03-10,okay overall experience,positive,0.25
2649,Fujifilm X-T5,Fujifilm,Camera,2,"Satisfied with features, yet not impressed with pricing.",2024-05-09,satisfied features yet not impressed pricing,neutral,0.0
2650,Garmin Venu 2,Garmin,Smartwatch,5,Very disappointed with the overall quality.,2024-12-29,very disappointed overall quality,negative,-0.48750000000000004
2651,Samsung Galaxy Buds 2 Pro,Samsung,Earbuds,4,"Happy with the performance, but disappointed with the heating issue.",2025-03-31,happy performance disappointed heating issue,positive,0.025000000000000022
2652,Lenovo ThinkPad X1,Lenovo,Laptop,2,The display quality is sharp and vibrant.,2024-02-15,display quality sharp vibrant,positive,0.02083333333333333
2653,OnePlus 12,OnePlus,Smartphone,2,Not satisfied with the display brightness.,2025-03-22,not satisfied display brightness,negative,-0.25
2654,TCL C645 QLED,TCL,Television,3,Not satisfied with the display brightness.,2024-05-29,not satisfied display brightness,negative,-0.25
2655,Dell XPS 13,Dell,Laptop,4,Not satisfied with the display brightness.,2024-12-17,not satisfied display brightness,negative,-0.25
2656,Lenovo Tab P12,Lenovo,Tablet,3,The performance is excellent and very smooth.,2025-06-14,performance excellent very smooth,positive,0.76
2657,Fujifilm X-T5,Fujifilm,Camera,2,The design looks premium and stylish.,2024-08-31,design looks premium stylish,positive,0.5
2658,TCL C645 QLED,TCL,Television,5,"Satisfied with performance, though disappointed by occasional lag.",2024-02-25,satisfied performance though disappointed occasional lag,negative,-0.08333333333333333
2659,Jabra Elite 7 Pro,Jabra,Earbuds,3,Not satisfied with the overall performance.,2024-07-24,not satisfied overall performance,negative,-0.125
2660,Garmin Venu 2,Garmin,Smartwatch,2,"I am satisfied overall, but not satisfied with the charging speed.",2024-03-11,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2661,Sony WH-1000XM5,Sony,Headphones,2,It performs adequately for daily tasks.,2025-05-02,performs adequately daily tasks,neutral,0.0
2662,Nintendo Switch OLED,Nintendo,Gaming Console,4,I am okay with the overall experience.,2024-12-05,okay overall experience,positive,0.25
2663,WD Black SN850X,WD,Storage,5,I am moderately satisfied with the features.,2024-12-09,moderately satisfied features,positive,0.5
2664,Samsung Galaxy Watch 6,Samsung,Smartwatch,3,Not impressed with the features offered.,2024-12-02,not impressed features offered,negative,-0.5
2665,HP Omen 16,HP,Laptop,1,"Overall, I feel dissatisfied with this purchase.",2024-02-13,overall dissatisfied purchase,neutral,0.0
2666,Sony Bravia A80L,Sony,Television,2,"I am generally happy, but somewhat dissatisfied with build quality.",2024-01-04,generally happy somewhat dissatisfied build quality,positive,0.8
2667,Garmin Venu 2,Garmin,Smartwatch,2,The experience is average overall.,2024-08-23,experience average overall,negative,-0.075
2668,LG OLED C3,LG,Television,5,Exceeded my expectations in every way.,2024-09-01,exceeded my expectations every way,neutral,0.0
2669,Samsung Neo QLED QN90C,Samsung,Television,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-01-19,impressed camera yet dissatisfied lowlight results,positive,1.0
2670,Acer Predator Helios 300,Acer,Laptop,4,Setup process was quick and easy.,2024-01-07,setup process quick easy,positive,0.3833333333333333
2671,Sennheiser Momentum 4,Sennheiser,Headphones,1,Facing some heating issues during heavy use.,2025-01-01,facing some heating issues during heavy use,negative,-0.2
2672,Samsung Galaxy S24 Ultra,Samsung,Smartphone,5,Software experience is clean and responsive.,2024-05-25,software experience clean responsive,positive,0.3666666666666667
2673,Lenovo Tab P12,Lenovo,Tablet,4,Not satisfied with the overall performance.,2025-01-03,not satisfied overall performance,negative,-0.125
2674,Google Pixel 8 Pro,Google,Smartphone,1,Not satisfied with the overall performance.,2024-07-21,not satisfied overall performance,negative,-0.125
2675,Lenovo Tab P12,Lenovo,Tablet,2,Connectivity works flawlessly.,2024-09-25,connectivity works flawlessly,positive,1.0
2676,Dell UltraSharp U2720Q,Dell,Monitor,2,I regret buying this product.,2024-09-08,regret buying product,neutral,0.0
2677,Lenovo ThinkPad X1,Lenovo,Laptop,2,Battery life could be better for daily usage.,2024-06-29,battery life could better daily usage,positive,0.25
2678,Samsung 970 EVO SSD,Samsung,Storage,3,"I am generally happy, but somewhat dissatisfied with build quality.",2024-04-13,generally happy somewhat dissatisfied build quality,positive,0.8
2679,Samsung Galaxy S24 Ultra,Samsung,Smartphone,2,I am frustrated and not satisfied at all.,2024-04-23,frustrated not satisfied all,negative,-0.475
2680,Sony WH-1000XM5,Sony,Headphones,2,Not satisfied with the display brightness.,2025-04-12,not satisfied display brightness,negative,-0.25
2681,Razer Blade 15,Razer,Laptop,3,"Impressed with the camera, yet dissatisfied with low-light results.",2025-01-16,impressed camera yet dissatisfied lowlight results,positive,1.0
2682,Sony PlayStation 5,Sony,Gaming Console,2,"It works fine, though I am neither satisfied nor dissatisfied.",2025-03-20,works fine though neither satisfied nor dissatisfied,positive,0.45833333333333337
2683,Crucial P5 Plus SSD,Crucial,Storage,1,Software experience is clean and responsive.,2024-05-27,software experience clean responsive,positive,0.3666666666666667
2684,Crucial P5 Plus SSD,Crucial,Storage,2,"I am satisfied overall, but not satisfied with the charging speed.",2024-07-13,satisfied overall not satisfied charging speed,positive,0.08333333333333333
2685,Asus ROG Strix G16,Asus,Laptop,5,I am frustrated and not satisfied at all.,2025-01-18,frustrated not satisfied all,negative,-0.475
2686,Amazon Fire HD 10,Amazon,Tablet,5,Very disappointed considering the price.,2024-09-07,very disappointed considering price,negative,-0.9750000000000001
2687,Logitech MX Keys,Logitech,Keyboard,1,"Satisfied with the design, but unhappy with the software.",2024-07-12,satisfied design unhappy software,negative,-0.04999999999999999
